"",weight
満足度,0.279559486742258
コストパフォーマンス,0.275011682222896
画質,0.231921976487692
バランス,0.185368600644814
携帯性,0.155417125162441
操作性,0.149117276582472
使い勝手,0.143525696494412
質感,0.114658418537501
持ち,0.113530726186249
ホールド感,0.0952529422349217
完成度,0.0905141578924087
デザイン,0.0716789139648163
写り,0.0672512470550321
評価,0.0633994819133228
解像度,0.0630199548037712
使用頻度,0.0467959279112682
性能,0.0456763343906538
精度,0.0442199038591738
AF精度,0.0438656488395302
コントラスト,0.043814918358466
価格,0.0421617511109245
レンズ,0.0411963313502064
気持ち,0.0410277829314628
レスポンス,0.0372761331883637
満足感,0.035438393815302
発色,0.0352355543839395
評判,0.0351607528239557
描写,0.0350527221210392
値段,0.0339370866307738
不満,0.0299782416937464
解像感,0.0299148723287866
ボディ,0.0294122071651466
色乗り,0.0270529726927513
CP,0.026228108025571
掛かり,0.0234777314837001
感触,0.0233294276036717
描写力,0.023171656580395
相性,0.0226734530746404
感度,0.0220225652837456
カメラ,0.0219284995072624
機能,0.0214971406624967
色のり,0.0212411184225576
汎用性,0.0209106892996682
もち,0.0204634095601143
液晶,0.0197473613267793
ホールド性,0.0195583163503243
感じ,0.0192853304505253
バッテリー,0.0190702804487353
質,0.0188223686172299
機能性,0.0184904923844871
ボケ味,0.0178755838364618
お買い得感,0.0177466170248269
視認性,0.0174114093906321
機動性,0.0167324830036641
補正,0.01649572450879
重さ,0.0151833668472359
画像,0.0146693068850603
大きさ,0.0143844484165008
操作感,0.0141314861224369
AF,0.0138097762252546
色,0.0134149473592385
価値,0.0133343132831423
効果,0.0131967346924988
重量バランス,0.0131712130375423
天気,0.0129492883403761
レベル,0.0125672734319658
表現力,0.0123898566362586
利便性,0.0118748723091719
場合,0.0118143872925177
ボケ,0.0117342217212125
出来,0.0113632638120103
色合い,0.0110932010528345
画素数,0.0110253057575728
取り回し,0.0104167531734333
ホールド,0.0104146819870191
音,0.0104093106917103
位置,0.0103431934872151
シャッター音,0.0101824093405332
反応,0.010168438412633
見た目,0.010101758221207
問題,0.00991260364230057
ヌケ,0.00983428340708706
機種,0.00976559869954513
切れ,0.00966766723071555
人,0.00893933276553449
基本性能,0.0087270742893013
ズーム,0.00862033934144771
条件,0.00852247923357086
ポイント,0.00842973090756174
率,0.008289578739969
良さ,0.00819970822240065
・操作性,0.00773085311658071
安心感,0.0076821096205531
総合評価,0.00751538324606603
サイズ,0.00713554117359055
彩度,0.00706684159196601
電池持ち,0.0068623482179945
部分,0.00673145843461053
趣味性,0.00664646028217117
グリップ感,0.00660770257715958
撮影,0.00655258489088064
再現性,0.00647031452900651
組み合わせ,0.00631207330280778
ファインダー,0.00621465374242955
あと,0.00620166345094694
ボケ具合,0.00617040660076606
・画質,0.0061615107858633
頻度,0.00612252553002801
実用性,0.00596215011330854
信頼性,0.00595799528768088
写真,0.00583821202103757
フィーリング,0.00573662772029889
ホールディング性,0.0057298279378038
違和感,0.00571428722121778
グリップ,0.00570494339111749
描写性能,0.00558214150893022
感,0.00551098675624006
動画,0.00543379551530542
画角,0.00542006194810637
音質,0.00541763843487244
製品,0.005364697069683
魅力,0.00529364330604873
自分,0.00517355822113846
敷居,0.00511666750249643
気分,0.00490261198394487
費用対効果,0.00489288930662579
雰囲気,0.00481471172687181
追従性,0.00478222931729957
人気,0.00471617276360019
逆光性能,0.00464452670076014
品質,0.00463965478376316
成功率,0.00445633862499341
ユーザーインターフェイス,0.00444840402028099
トータルバランス,0.00436855316634343
作り,0.00426793868801152
キレ,0.00422291418413224
操作,0.00421929821402958
利用頻度,0.0041603390396085
機動力,0.00415351911559065
持ち運び,0.00411052376534605
印象,0.00409504236993273
見栄え,0.00406674925775257
コストパーフォーマンス,0.0040340492507343
ISO,0.00402229182594955
差,0.00397131225236282
ノイズ,0.00392736557996977
ピント精度,0.00391674199715814
拡張性,0.00383127887336344
倍率,0.00381470599484728
解像力,0.00376290856545275
バッテリー持ち,0.00368325108628675
AF性能,0.00368001118237328
配置,0.00367088775903444
デジカメ,0.00366950661295144
撮影倍率,0.00365897945904001
レンズ性能,0.00361463472299003
今回,0.00360565586982777
ホールディング,0.00355159791898634
画,0.00354078007745436
絵,0.00351562593901034
フード,0.00348238537477286
クオリティ,0.00345958451103673
画質評価,0.00343607442661848
格好,0.00342171358980508
最近,0.00340116890711355
軽さ,0.00338071126427853
色味,0.0033677190940644
ヒット率,0.00335172579523047
色ノリ,0.00331577619091129
映り,0.00329518089848256
トルク,0.00329245197379707
信頼感,0.00324749806777211
出来栄え,0.00322927276823141
D3,0.00321920686946414
望遠,0.00318836102212399
フルタイムマニュアル,0.00316045185274637
動作,0.00313401261305652
程度,0.00313010657621689
重量,0.00309212814686845
耐久性,0.00308763756683617
他,0.00308167211637874
よさ,0.00306783408908832
ポテンシャル,0.0030623718588125
後,0.00305604597106278
不満点,0.00304429577007884
D80,0.00304134103270927
光量,0.0030371496943522
ケース,0.00297906208223875
マッチング,0.00293132189378872
重量感,0.00287338835210423
センス,0.00286016840176382
目,0.00284488906385384
感想,0.00284432871133533
歩留まり,0.00284403470104613
フットワーク,0.0028332830265584
マクロ,0.00282997992887647
設定,0.00280856426397286
収納性,0.00280153205360679
まとまり,0.00279588469941224
傾向,0.00277081493135333
D200,0.00273118426382174
手触り,0.00272152476477505
対応,0.00269130488740901
・デザイン,0.00266599193690287
メリット,0.0026252596098924
満足,0.00260737259691098
中身,0.00260669059365942
ISO感度,0.00257478981165023
背面液晶,0.00255673354104337
ユーティリティー,0.00255255908341878
品,0.00252564983352718
腕,0.00252043351582675
MF,0.00250377463320639
見え方,0.00247888317961776
造り,0.00247780476618118
違い,0.00245431460560499
クリック感,0.00244635052086361
一眼,0.00243897093584119
現在,0.00243816606232362
文句,0.00243184817639873
花形フード,0.00241597061329938
価格差,0.00239791357578106
リスク,0.00238652183744629
結果,0.00234569688621289
液晶画面,0.00232586856234331
全体的,0.00231346225331504
全体評価,0.0023130753617789
今,0.00230857496591492
画面,0.00230712912422973
ホワイトバランス,0.00228244666392203
辺,0.00227854074406968
子供,0.00225582315536394
実売価格,0.00222959977486332
SDカード,0.00222632670743551
素性,0.00222321301094879
手ブレ補正,0.00221734870712787
Nikon,0.00221505654405352
機能面,0.00220933221349456
ストラップ,0.00220751130507396
ダイヤル,0.00217662656163216
ボタン類,0.00216164633088357
高感度耐性,0.00212327622331148
楽しさ,0.00212219867556753
ロック,0.00210827513251912
コンデジ,0.00210545534036829
カスタム性,0.00209721882426943
焦点距離,0.00209067071543126
階調性,0.00208274097372063
所有満足度,0.00205558468260168
比率,0.00205558468260168
つくり,0.0020483290936144
画素,0.0020390706607789
コスト/パフォーマンス,0.0020358943312607
割,0.0020358943312607
抜群,0.0020358943312607
これから,0.0020355580265851
稼働率,0.00202351150391583
顔認識,0.00199657419774423
K10D,0.00198094586143982
露出補正,0.00196315648215986
28mm,0.00194797107234538
切れ味,0.00194499110226225
ボディバランス,0.00193985646865235
マクロ性能,0.00193985646865235
普段,0.00193238406096675
タッチパネル,0.00191739061417463
ピント合わせ,0.0019171924392242
G7,0.00189960243747605
気,0.00186816336561407
定評,0.00186224990572415
スペック,0.00185218078590018
動き,0.00181476680231537
ピクチャースタイル,0.00180578789064225
速さ,0.00180486353335501
皆さん,0.00180444143312761
(最初,0.00180369155381273
3万円,0.00180369155381273
光,0.00180212612279458
設計,0.00179876338550425
分,0.00179822758099593
5倍ズーム,0.00178451693588932
剛性,0.00176814152003718
歯切れ,0.00176612637367567
存在感,0.00175203584782483
よい,0.00175134988049091
状態,0.00175021686701154
外観,0.00174740096651925
使用感,0.00174423568973206
制度,0.00174100180273646
明るさ,0.00173905667584001
指かかり,0.0017281797159451
D40,0.00172631842688908
高感度画質,0.00171814490001381
見易さ,0.00168958025854185
マクロ機能自体,0.0016891124867734
表現,0.00167118799842963
VR,0.00164852284453746
コレ,0.00164025328246096
バリアングル,0.00163898988801915
①操作性,0.00163887816980812
早さ,0.00163297232851574
ストレス,0.00163249920524821
シャープさ,0.00163113530881632
余地,0.00162867025644904
ぼけ具合,0.00161819100859636
能力,0.00160838033746861
重くもな,0.00160800490870358
引っ掛かり,0.00159243418626868
高さ,0.00158711811482007
圧縮率,0.00157099257972026
ハンドリング,0.00156972031977534
最短撮影距離,0.00155912114143778
点画質,0.00155591537041304
立体感,0.00154287060209989
形式,0.00153864787990454
密度,0.00152665952154702
・ホールド感,0.00152292800456376
K100D,0.00151863679479541
具合,0.00151748630680993
IS,0.00148819433799922
・携帯性,0.00148311958048805
利用価値,0.00147304675031525
あたり,0.00146865572627434
拡大率,0.00146320451921558
高感度性能,0.00144549976682885
重い,0.00143944283788009
スタイル,0.00143701999840542
フラッシュ,0.00143619454414959
実写性能,0.00143409240982904
格調,0.00143409240982904
湿度,0.00143409240982904
輝度,0.00143409240982904
鮮度,0.00143409240982904
付属ソフト,0.00142686351263934
難,0.00138928260420783
撮影時,0.00138635338552044
使用回数,0.00138537356838311
調子,0.00137083529085245
切り替え,0.00137064115736584
シャッター,0.00136951343748263
面,0.0013691907913899
出番,0.00136621026822171
味,0.00135720311665385
評判どおりコントラスト,0.0013524540918407
◎画質,0.00135171973228132
見え,0.0013501412917431
色温度,0.00134647396901957
一眼レフ,0.00134418695890634
速度,0.00132360142714649
モード,0.00131024200342974
S5IS,0.00130441951698207
形態性,0.00130267371658462
ピントリング,0.00130139945371718
厚み,0.00129707016112932
利点,0.00129620868529469
フェイスキャッチ,0.00129009834979685
次,0.00127103099262891
心配,0.00126889574140682
ない,0.00125066322729794
使い方,0.00122996812766029
威力,0.00122088343918776
最後,0.00121618711746232
今後,0.00121331058344734
ボタン,0.00121239446178916
機能的,0.00120120647268461
燃費,0.00120025793220782
サービス,0.00119639803558446
商品,0.00119433262105559
仕上がり,0.00118745151104392
コンパクトデジカメ,0.00118485209719751
ノイズ感,0.0011832050194029
デジタル,0.00117793411705071
心地,0.00117378996608134
易さ,0.00116842255273358
ノイズ処理,0.00116402886512321
買い物,0.00116207300986631
特性,0.00115733358702672
指,0.00115724011794136
[満足度],0.00115653768088945
結果満足度,0.00115653768088945
欠点,0.00114636126392944
色調,0.00114255797310406
AWB,0.00113308274896804
場面,0.00113288241777903
広角,0.00110276691624818
最初,0.00109801356041169
ブルー,0.00109602075135585
使用方法,0.00108938148468134
フィット感,0.00108104516919155
ズームレンズ,0.00107681707148371
安っぽさ,0.00107626939965009
気持,0.00107098216704096
ピント,0.00106735272529607
思い,0.00106512960464687
値,0.00106447645572741
興味,0.00106439203753152
ニコンさん,0.00105156477615766
採点,0.00104984946643317
・マイク感度,0.00104732838648017
余裕,0.00104053690381095
(?),0.00102654607854238
30D,0.00102420967617791
望遠側,0.00101432822251002
レンズ内補正,0.00100660838470925
経験,0.00100395048678732
使用率,0.00100253779864544
手,0.000998511011064133
機会,0.000996892407985615
連射性能,0.000988168000033638
高感度,0.000985581339808875
携行性,0.0009725632280583
理由,0.000969531907907077
個人差,0.000967005366704805
意味,0.000964499430243637
顔キレイナビ,0.000960985875888563
(コントラスト,0.000954920159610486
オート自体,0.000954920159610486
最低ルックス,0.000954920159610486
遭遇率,0.000954920159610486
闇),0.000954920159610486
辺り,0.000954043381001237
遊び,0.000953943791356376
接写,0.000953031424243251
広角側,0.000952532064221919
