"",weight
持ち,0.323572090361868
画質,0.261968965735871
バランス,0.195225480263336
使い勝手,0.17673240370154
操作性,0.120216414725178
携帯性,0.0995729099002347
ホールド感,0.0916843804873039
レスポンス,0.0841902740023352
写り,0.0593632238661537
もち,0.0528065613498206
質感,0.0505346544122552
デザイン,0.0473142387753801
気持ち,0.0406261117665415
コストパフォーマンス,0.0380302057908692
精度,0.029303835028437
レンズ,0.0277835178837844
発色,0.0268550093926001
位置,0.0257592758537086
ホールド性,0.0250865031826569
色,0.0231566777864719
視認性,0.0224570500841483
機能,0.0214513251140395
性能,0.0207138847657027
条件,0.0198080749526993
評判,0.0194683334050819
感じ,0.019087161240892
描写,0.0174338531376785
相性,0.0171133586069839
解像度,0.0170261566899245
色乗り,0.0169184897735648
画像,0.0168534047056969
感触,0.016731606540463
不満,0.016525593365892
感度,0.016312896363131
目,0.0161095123311234
AF,0.0157522308729892
・画質,0.0156130732057969
質,0.0155465152589498
AF精度,0.0143114845654684
重さ,0.0141111913810824
反応,0.0139822525201752
グリップ感,0.0131458351006195
天気,0.0126463469784646
液晶,0.0114512359289033
・操作性,0.0110313998201273
重量バランス,0.0107250867681684
ハンドリング,0.0106998087661127
バッテリー,0.0104075786818064
見え,0.0103527045555544
色のり,0.0100429132163828
解像感,0.0100173675879781
音,0.00977797628899601
操作感,0.0091447611562549
出来,0.00876323774632829
価格,0.00864261111200793
ボケ,0.00863960587556318
ホールド,0.00802851194501817
切れ,0.00771358564009002
コントラスト,0.00767787901107917
カメラ,0.00753539486839014
大きさ,0.00729102747205761
補正,0.0071422599866281
ボケ味,0.0070941327829444
描写力,0.00690686259611837
気分,0.00685309348928859
フィーリング,0.00667065670670251
満足度,0.00654206102144293
問題,0.00650847076480714
値段,0.00644604875666028
ヌケ,0.00623280122313875
品質,0.00601264425114094
・デザイン,0.00571923050547989
CP,0.0057095249613567
見た目,0.00561017363671051
映り,0.00557165830015228
音質,0.00556487427361084
機種,0.00552232387430919
機能性,0.00541197008795357
背面液晶,0.00535244744449714
色合い,0.00529605532671496
取り回し,0.00526646354371582
調子,0.00521693380728084
グリップ,0.00515772248264376
光,0.005141263923617
サイズ,0.00501345202734652
・携帯性,0.0049228493469498
キレ,0.00479334717789643
組み合わせ,0.00478625366555583
動画,0.00478510744730281
①操作性,0.00475509864848116
シャッター音,0.00475150251572058
場合,0.00457415903220832
見栄え,0.00457337696333536
よい,0.00451914619585124
完成度,0.0044833705558557
付属ソフト,0.00447525053872611
収納性,0.00447095982063004
(?),0.00438710025545644
3．ホールド感,0.00437582338539683
自分,0.00435433389498048
部分,0.00433489429056144
バッテリー持ち,0.00430857511892486
持ち運び,0.00429129018062505
応答性,0.00425734776134971
記述,0.00413701320995928
作り,0.00411413558154652
ホワイトバランス,0.00402890853860322
D80,0.00399057023035702
ズーム,0.0039861772319571
全長,0.00394410680194838
(9)携帯性,0.0038260717886022
(視力,0.0038260717886022
ボタン位置,0.0038260717886022
モチ,0.0038260717886022
ライン,0.0038260717886022
半押し,0.0038260717886022
