"",weight
持ち,0.297294625271996
画質,0.231317693014166
バランス,0.170699144086022
使い勝手,0.156838688559243
操作性,0.102508018229519
携帯性,0.0832976295460033
レスポンス,0.0777077181126886
ホールド感,0.0772477538060884
写り,0.051533313087621
もち,0.0469717763158103
質感,0.0420180741432782
デザイン,0.0392757567189509
気持ち,0.0357996578939763
コストパフォーマンス,0.0282352849976578
精度,0.0265586951552738
位置,0.0232648376689767
ホールド性,0.022764640304986
レンズ,0.0221906571965065
発色,0.021514394368048
色,0.0205940913091367
視認性,0.0197829266076036
機能,0.0184831387515257
条件,0.018202313668304
性能,0.0169225271956315
評判,0.016058706443206
感じ,0.0155493486881587
目,0.0151977673793424
・画質,0.0147348086247677
相性,0.0147051029723678
解像度,0.0147023749833254
画像,0.0145392429486997
感触,0.0145319758793102
色乗り,0.0143511611508194
描写,0.0142497544225596
感度,0.0133593869863615
質,0.0133292284453579
AF,0.0132722644619715
重さ,0.012530694696544
反応,0.0124584585349895
AF精度,0.0120420359113653
グリップ感,0.0119717187765096
天気,0.0111726763971073
ハンドリング,0.0101492268833204
・操作性,0.00978749699760749
見え,0.00941825005145324
重量バランス,0.00938402748245067
液晶,0.00862006320276609
音,0.00837360294911748
色のり,0.00824801469132888
操作感,0.00810677633981483
バッテリー,0.00799944811148314
解像感,0.00794138393622333
不満,0.00793966300727029
出来,0.00739914549307394
ボケ,0.00673007729509656
切れ,0.00655144590708494
ホールド,0.00646413684860287
コントラスト,0.00632308868545591
気分,0.00608965449708686
フィーリング,0.0059203837820182
大きさ,0.005835904627548
価格,0.00573393119327312
ボケ味,0.00566094705983312
カメラ,0.00547166422641774
描写力,0.00546398171768907
・デザイン,0.00543550006161762
品質,0.00533957090646386
ヌケ,0.00517605775680869
CP,0.00506020630510981
補正,0.00500389675025056
映り,0.00497319618792287
光,0.00494714404000581
音質,0.00482505335430024
背面液晶,0.00481896285883833
・携帯性,0.00478445990367617
機種,0.00466929270480853
調子,0.00462244257140809
値段,0.00453460156629694
取り回し,0.00440049540009862
グリップ,0.00439333493044674
見た目,0.00436254326491818
キレ,0.00436129119667571
①操作性,0.00434060605474165
3．ホールド感,0.00430574559757967
よい,0.00429391988534295
組み合わせ,0.00420734107197762
見栄え,0.00418136689564617
サイズ,0.00410929890242274
付属ソフト,0.00409417073245456
動画,0.0040801804759586
自分,0.00399189198921641
(?),0.00398222481878301
色合い,0.00389644074361289
持ち運び,0.00386279318773005
応答性,0.00382874011099135
収納性,0.00381178255178507
作り,0.00378009267230493
場合,0.00374224867997382
D80,0.00368097545836623
バッテリー持ち,0.00364509715708513
(9)携帯性,0.00362190078102186
(視力,0.00362190078102186
ボタン位置,0.00362190078102186
モチ,0.00362190078102186
ライン,0.00362190078102186
全長,0.00362190078102186
半押し,0.00362190078102186
取り付け位置,0.00362190078102186
合わせ,0.00362190078102186
売れ行き,0.00362190078102186
始末,0.00362190078102186
少し分,0.00362190078102186
工作精度,0.00362190078102186
態度,0.00362190078102186
掛かり,0.00362190078102186
構造,0.00362190078102186
立て付け,0.00362190078102186
製造品質,0.00362190078102186
記述,0.00362190078102186
都合,0.00362190078102186
電力事情,0.00362190078102186
ホワイトバランス,0.00355381469129996
マッチング,0.00354137317249993
フットワーク,0.00353215883407599
製品,0.00350288291551352
センス,0.00340707034835925
子供,0.00331887559469492
まとまり,0.00331415695498457
造り,0.00327949593624669
問題,0.00325738019142002
機能性,0.0032227690732775
設定,0.00318935552831165
レンズ性能,0.00315908838138287
ズーム,0.00314976281498067
シャッター音,0.00303018360489263
絵,0.00297388309705477
部分,0.00295854228898153
高感度画質,0.00285388869115475
電池持ち,0.00283893534366198
汎用性,0.00282080747467267
皆さん,0.0028178437691186
人,0.00279164724331826
・ホールド感,0.00278055096209165
グリップ性,0.00277639378565796
トータルバランス,0.00275085163283175
重い,0.00274751730495635
フラッシュ,0.00274242240167482
表現力,0.00272132850717005
指,0.00270359244829824
形式,0.00267760682708971
ない,0.0026538820286283
満足度,0.00264062275383846
重量感,0.00261313397485791
出番,0.00251424045723856
完成度,0.00249427192065981
ファインダー,0.002438652617875
価格設定,0.00241563525746147
画角,0.00239820151517239
機動性,0.00235821569292299
リング,0.00229784998645618
ライブビュー,0.00224974412891438
ボケ具合,0.00220936355246163
撮影,0.00216664352074222
(色調・解像度),0.00215287279878983
0付近,0.00215287279878983
1)機動性,0.00215287279878983
135mm近辺,0.00215287279878983
16-45mmf4,0.00215287279878983
2)バッテリー,0.00215287279878983
20mm,0.00215287279878983
2点,0.00215287279878983
3)コストパフォーマンス,0.00215287279878983
3．防塵防滴性能,0.00215287279878983
5．マクロ性能,0.00215287279878983
968C,0.00215287279878983
ADJボタン,0.00215287279878983
DA21mm,0.00215287279878983
EVF,0.00215287279878983
FZシリーズ,0.00215287279878983
PF,0.00215287279878983
SR8,0.00215287279878983
「水族館」,0.00215287279878983
が,0.00215287279878983
アルミ・ボディ,0.00215287279878983
カラーナイトビュー,0.00215287279878983
コストメリット,0.00215287279878983
バリオテッサー,0.00215287279878983
ピンク,0.00215287279878983
フロントキャップ,0.00215287279878983
ホールド感),0.00215287279878983
ボリューム感,0.00215287279878983
・レンズ,0.00215287279878983
・描写,0.00215287279878983
中央,0.00215287279878983
修正,0.00215287279878983
問題無しホールド感,0.00215287279878983
工学ズーム,0.00215287279878983
悪さ,0.00215287279878983
液晶パネル,0.00215287279878983
濃さ,0.00215287279878983
無い,0.00215287279878983
画像処理エンジン,0.00215287279878983
画像編集メニュー,0.00215287279878983
竭。映り,0.00215287279878983
縦グリ,0.00215287279878983
肌,0.00215287279878983
肌触り感,0.00215287279878983
雰囲気,0.00212652166576648
写真,0.00208527364883254
手触り,0.00194536846785183
評価,0.00184412558548019
ホールディング,0.00184358046337487
程度,0.0017910766702709
軽さ,0.00168857653452963
配置,0.00168696215518524
望遠,0.00159596385972055
格好,0.00150897249674581
追従性,0.0014783911326592
使用頻度,0.0014705958493159
利便性,0.0014374313764735
出来栄え,0.00137389925045692
デジカメ,0.00131360366263363
クリック感,0.00120935916986187
腕,0.00120867174407976
再現性,0.00120716353254335
描写性能,0.00118503143306512
違和感,0.00117347192935475
焦点距離,0.00116649957403601
ケース,0.00112507411447219
ホールディング性,0.00111679116141713
花形フード,0.00111293662956937
操作,0.00110936651334402
トルク,0.00110694300644087
ノイズ,0.00109873066684401
階調性,0.00107505476527689
ストラップ,0.00106962784392973
切れ味,0.00106457887245305
対応,0.00104596891762682
素性,0.00103563233110172
ダイヤル,0.00101667690878495
あと,0.00100907895123914
ピント精度,0.00100088815985815
マクロ,0.000957718675667999
フード,0.000955688535808545
色ノリ,0.000945933197073099
よさ,0.000926763001035056
コレ,0.000925640244361731
AF性能,0.000912291733674606
他,0.00090063971574656
点画質,0.000897961226215625
つくり,0.000890521704630901
効果,0.000887540143396494
画素数,0.000882557432326037
ロック,0.0008819390815183
機能面,0.000868009159099188
指かかり,0.000864815940833037
ボディ,0.00086283409711351
フルタイムマニュアル,0.000862213087590766
使用感,0.000860568316311855
可,0.000860183936489256
色味,0.000856786346976873
歯切れ,0.000846596847972794
液晶画面,0.000842004577324131
状態,0.000838241958705093
手ブレ補正,0.000820791240162443
ノイズ処理,0.000820653501807036
外観,0.000820457203155051
ボタン類,0.000815896099811725
具合,0.000812444981827726
IS,0.000809687837925594
歩留まり,0.000807350200158821
辺,0.000791617982960915
画,0.000776787890645263
一眼,0.000776122954981111
文句,0.000770025906352111
ISO,0.000768376848477674
天候,0.000753384601685814
スタイル,0.0007525847902547
ボディバランス,0.000748219293567703
マクロ性能,0.000748219293567703
タッチパネル,0.000740979877774691
コンデジ,0.000737772997448726
ヒット率,0.000731637526056546
不満点,0.000722300195572305
品,0.000720223824728141
シャープさ,0.000713074426782746
VR,0.000701683366687177
感想,0.000700795170721395
満足感,0.000695476311574453
画面,0.000690298190118996
商品,0.000675514648214008
心地,0.000671653751351589
顔認識,0.000670490127912161
D40,0.000667032691474208
サービス,0.000658640289632123
仕上がり,0.000647512920573187
接写,0.000647257099247558
赤,0.000639686289874098
コスト,0.000637529703090237
高感度,0.00063515044653077
重くもな,0.000633263222641351
あたり,0.000625643966226277
差,0.000623653537805476
高感度性能,0.000616045497173558
これから,0.000615668562781921
引っ掛かり,0.000609607912044511
良さ,0.000603745169972588
フォーサーズ,0.000603622919521081
見え方,0.000599142253920624
D3,0.000585239140933714
ピクチャースタイル,0.000561411019501664
◎画質,0.00056090536419441
使用方法,0.000558639657136019
露出補正,0.000554952008107434
デジタル,0.000550712917172298
早さ,0.000542279850044298
存在感,0.000539579990256983
ピント合わせ,0.000531867521267241
MF,0.000524484540676455
今,0.000522911696286461
グリップ形状,0.000513164446080752
印象,0.000511801688159599
30D,0.000508681231524366
愛称,0.000508663748493091
