"",weight
が良い,0.584571183674146
が悪い,0.577231603596771
の良い,0.065126193395914
は良いです,0.0368720608579041
が良く,0.0368423934161552
も良く,0.0366279475881363
が良いです,0.0318728725391806
は良いと,0.0311752282037283
はありません,0.0282989583624844
がいいです,0.0263735124295063
がいい,0.0261975416604775
もよく,0.0222844409354579
がよい,0.0198277620458141
が良いと,0.0192424567115267
がよく,0.0179645392458886
も良いです,0.0169061115175048
は思います,0.0151037906843247
を考えると,0.0148142975737081
も良いと,0.0146953128815905
が悪いです,0.0146418801241598
もいいです,0.0140878121129174
が悪く,0.0139294815657794
のよい,0.0139228358170514
はいいと,0.0137322354524832
は良好です,0.013613410462197
も良い,0.0130503192627869
は良い,0.0128035267777171
が悪いと,0.012648029850281
が良いので,0.0122896547164258
はいいです,0.0114987677060347
は良く,0.0111536281803171
の取れた,0.0110832429255856
がいいので,0.010912154144911
の高い,0.00962181724095392
が高い,0.00897968257166496
がいいと,0.00874815841613948
はいいですね,0.00839856520668621
は悪いです,0.00833424798046306
が良くない,0.00833007950261004
も良いので,0.00804135241529791
が良くて,0.00784161785925631
のとれた,0.00779931909578247
にありません,0.00759112466098207
が悪いので,0.00756342787578306
は感じです,0.00746475528175247
もありません,0.00732187330280594
は最高です,0.00703135363000406
もなく,0.00701986072504634
もいい,0.00689266447819826
も良好です,0.00682406441388395
は抜群です,0.00673539919884785
がよいです,0.00657289171276752
が感じます,0.0065582451933439
を考えれば,0.00641699072856041
はよいです,0.0060859854440856
も良いし,0.0060648891338764
がいいですね,0.0058051586676168
はします,0.00574652017509344
も満足しています,0.00568136154102355
はありませんが,0.00561360582604759
は良いのですが,0.00534152499888233
は方だと,0.00530926393506987
はありますが,0.00530068944690267
になります,0.00521489143220615
に優れた,0.00514697855071729
は良いですね,0.00488950718259651
が悪いのが,0.00483010564551615
には満足しています,0.00468243143862024
は思いますが,0.00446695299916463
の悪い,0.00445738203333671
はあります,0.0044502548292706
があります,0.00444834127039233
は悪くないと,0.00438268481034064
は悪くないです,0.00434576509817829
が悪いのと,0.00431208031109819
はよいと,0.00427211585323303
は満足しています,0.0042259865772984
があり,0.00418602455169264
は気に入っています,0.00413837301560794
もいいですね,0.00413206565987083
はいい,0.00408260413175149
がありません,0.00405796452611429
という点では,0.00398333325051372
が悪いという,0.00393538683310486
に満足しています,0.00387858361002187
で決めました,0.00387413649522773
がイマイチ,0.00383396136549216
が良いとは,0.00380936828540896
も悪くなく,0.00378595794202875
がよいと,0.00372822719916697
も高く,0.00372113092266636
と思います,0.00371275554170613
がある,0.00370441095880096
は満足です,0.00368830122391834
にある,0.00367352513833451
がいまいち,0.00365146934532381
をする,0.0036464618898043
がよいので,0.00360108944869135
は感じます,0.00356316893977909
も思います,0.00352826545589591
を考えて,0.00348337450494467
は悪い,0.00347296726597608
は落ちますが,0.00344777707726542
も良くて,0.0034461667453469
はあり,0.00341521032041589
にありますが,0.00341276017190492
がよければ,0.00340049346796247
といい,0.00338413694140879
は最高,0.00336728733730372
も悪い,0.00331438057104908
で満足しています,0.00330953949450586
が悪かったので,0.00328567143854338
は感じません,0.00326160259158947
も含めて,0.00319218391705983
は高いと,0.00318628623112386
はよく,0.00315382803627025
は良いようです,0.00314539892128703
も良いですね,0.00314230737801172
が良くなりました,0.0031244568274694
が高く,0.00309677290805258
も良いですし,0.00304080383197679
もあります,0.00303249054213316
は十分です,0.00295293529703851
がよくない,0.00291609328630257
は高いです,0.00287851973703524
もありますが,0.00287538910843168
はよい,0.00287521344902248
が高いです,0.00286907552044017
はものです,0.00283564886450584
をします,0.00280400598323323
もいいですし,0.00280222925928508
は良いですが,0.00279179211936256
が悪いのは,0.00278649301277304
は感じました,0.00277265441430467
もよい,0.0027546748445928
もよいです,0.00275318958846807
は問題なし,0.0027494095297093
はない,0.00273621297620729
が悪いような,0.00269960963668934
は劣りますが,0.00268819511321622
を重視して,0.00267911557432124
がなる,0.00267049419923477
はしました,0.00266666910315639
にあり,0.00266583307569974
は最悪です,0.00266183213811952
がします,0.00266177097075395
も十分です,0.00265287295057941
も気に入っています,0.00261407005896173
は文句なしです,0.00259966508756638
もいいし,0.00255180653635219
は良いとは,0.00254994792939934
がなります,0.00253330737102883
を上げて,0.00250378220358684
が良いという,0.00248657168300229
のある,0.00245368625847287
は悪いですが,0.00243908463221259
は悪くない,0.00243894973397905
が好きです,0.00242836747122253
が短い,0.00242401064063254
が良いのか,0.00241592485534751
を求める,0.00241342890096558
が劣る,0.00239159848923126
は良くなく,0.00237751417971961
も秀逸です,0.00237571768842106
がすばらしい,0.0023545422263103
は良いので,0.0023479124949493
も良好,0.00232955135710028
が違う,0.00231843422152991
が悪くなる,0.00230798438950815
はなく,0.00227316089948764
